"","country_name","year","elec_access","agri_forest_fish","agri_land","arable_land","armed_forces_perc","armed_forces_total","birth_rate","educ_expend","tourism","mortality","pop","health_expend","gdp_usd","income","gdp_perc"
"1","Viet Nam",2010,97.4,15.3750906872381,34.3450560815081,20.5474729806508,1.03551443553741,522000,16.906,4.04593992233276,1.47e+09,18.4,87411012,5.07146072,147201173196.979,115332338086.026,5.29329287922351
"2","Viet Nam",2011,99,16.2591484896283,34.3732843043373,20.5487672527164,1.01886508735031,522000,16.929,3.7802300453186,1.71e+09,18.2,88349117,4.97468519,172595049183.925,135101994515.16,5.28325691582951
"3","Viet Nam",2012,97.9,16.199507640393,34.4331120376958,20.4216208283752,1.00616224258221,522000,17.078,4.40817022323608,1.856e+09,18,89301326,5.00178242,195590661129.249,154477720233.241,4.37956278606582
"4","Viet Nam",2013,98.5,15.2156122465127,34.6726704451298,20.5196472555451,0.982853887980753,522000,17.152,4.52833986282349,2.05e+09,17.8,90267739,4.41233158,213708811665.34,171082680414.096,4.42344722195396
"5","Viet Nam",2014,99.2,14.8803489262722,34.6991265943562,20.4533923049676,0.970951385226766,522000,16.981,3.54012322425842,2.65e+09,17.7,91235504,4.69078779,233451469642.519,188100250560.32,5.29338738412332
"6","Viet Nam",2015,99.3,14.4747261789547,38.7634300520449,22.3458196519913,0.957729858789704,522000,16.787,3.41660451889038,3.595e+09,17.5,92191398,4.71140909,239258328381.741,193012873974.015,5.87784930468686
"7","Viet Nam",2016,99.2,13.8182553730866,38.8407942894887,22.3302179094857,0.954679411429535,522000,16.438,3.469074010849,4.5e+09,17.3,93126529,4.86994743,257096001177.982,207119930081.264,5.61868010324022
"8","Viet Nam",2017,100,12.9298794852362,38.8279627189274,22.2981273312636,0.949106871342836,522000,16.1,3.41865682601929,5.04e+09,17.2,94033048,4.99014759,281353605986.903,226109651614.286,5.90924097336334
"9","Viet Nam",2018,100,12.3066684310428,38.7344502263671,22.1807809743195,0.944862768457324,522000,15.873,3.14502310752869,5.91e+09,17,94914330,5.02678823,310106478394.659,251443799424.426,6.46719149769011
"10","Viet Nam",2019,99.4,11.7845285540387,39.5241027473527,21.6444553630966,0.934180270950218,522000,15.663,3.08499836921692,6.46e+09,16.8,95776716,4.97407484,334365270496.667,270987124646.919,6.39258594504489
"11","Viet Nam",2020,99.8,12.6554035685556,39.4347683207361,21.6540269088055,0.95339096234681,522000,15.4,3.21652889251709,4.36e+09,16.7,96648685,4.30061865,346615738537.796,284265645145.513,1.9373565936546
"12","Viet Nam",2021,100,12.6030995600152,39.4347683207361,21.6540269088055,0.959776063256926,522000,15.008,2.94517493247986,2.26e+09,16.5,97468029,4.59346437,366474752771.009,296054908425.414,1.69163268841115
"13","Viet Nam",2022,100,11.9555291961435,39.8012057979117,21.7287173410499,0.969547169048354,522000,14.689,2.88738679885864,1.6e+08,16.2,98186856,4.52266826277378,410324028883.325,307844171705.315,7.33194108707495
"14","United States",2010,100,1.02943688973818,44.4925126429091,17.2416375327688,0.997357507854916,1569417,13,6.6945538520813,1.23831e+11,6.2,309327143,16.19719124,1.5048971e+13,12722091661665.9,1.8467404584986
"15","United States",2011,100,1.20055880447177,44.2787583821449,17.0935629937184,0.965489501589434,1520100,12.7,6.49768352508545,1.30606e+11,6.1,311583481,16.13996315,1.5599732e+13,13296413540065.9,0.82892617390047
"16","United States",2012,100,1.14932980065793,44.0649990707762,16.9454884546681,0.941731306299086,1492200,12.6,6.25388622283936,1.38167e+11,6,313877662,16.11969566,1.625397e+13,14049366650049.1,1.54146623449971
"17","United States",2013,100,1.31815003575389,44.1246821508141,17.0051664841015,0.902431361598941,1433150,12.4,6.22925806045532,1.32322e+11,5.9,316059947,15.99170876,1.6880683e+13,14448714729140.7,1.41274167855772
"18","United States",2014,100,1.16824049198161,44.1843601802475,17.064844513535,0.865769585420757,1381250,12.5,6.12920570373535,1.40228e+11,5.9,318386329,16.19919777,1.7608138e+13,15165776173714.4,1.77469980748791
"19","United States",2015,100,1.02890409132672,44.2440272776368,17.1245116109242,0.838683230352333,1347300,12.4,4.93063020706177,1.44669e+11,5.8,320738994,16.49056816,1.8295019e+13,15741217552602.7,2.19043056582386
"20","United States",2016,100,0.937140437714336,44.3037053070702,17.1841896403576,0.830046813125936,1348400,12.2,4.78327989578247,1.4764e+11,5.7,323071755,16.80215836,1.8804913e+13,16012842178567.7,1.08425738313417
"21","United States",2017,100,0.940362226343714,44.363367353855,17.2438567377468,0.828802429826734,1359000,11.8,5.09296989440918,1.58287e+11,5.6,325122128,16.76750183,1.9612102e+13,16734705033537.7,1.81147636540288
"22","United States",2018,100,0.898498260790929,44.363367353855,17.2438567377468,0.834689345600044,1379800,11.6,4.89502000808716,1.76818e+11,5.6,326838199,16.62964439,2.0656516e+13,17602894205765.3,2.42587721947302
"23","United States",2019,100,0.833339957749021,44.363367353855,17.2438567377468,0.830637794997527,1388000,11.4,4.95746994018555,1.86079e+11,5.5,328329953,16.66580582,2.1521395e+13,18261844597577.2,2.00148267922953
"24","United States",2020,100,0.937167526069329,44.363367353855,17.2438567377468,0.842140299752928,1395000,10.9,5.39998006820679,4.8837e+10,5.5,331526933,18.75621986,2.132295e+13,17860069690350.5,-3.15644425196703
"25","United States",2021,100,0.948221772701748,44.363367353855,17.2438567377468,0.852791163035114,1401943.0571876,11,5.42829990386963,137563369941.795,5.4,332048977,17.3625679,2.3594031e+13,19593000990250.4,5.63386812824078
"26","United States",2022,100,0.942405596266156,44.362481815823,17.2438567377468,0.86362728187446,1408840.83098055,11,5.3438831591484,136246641457.717,5.4,333271411,16.57115173,2.5744108e+13,19868447667125.1,1.56159818901087
"27","United Arab Emirates",2010,100,0.735025772222781,5.52379611377077,0.712475359053788,0.897082634503029,51000,13.665,3.8690104076951,1.1818e+10,7,8481771,3.87873054,300189052688.904,258409473619.958,-4.25638586460721
"28","United Arab Emirates",2011,100,0.65142159370015,5.47029005913827,0.635032385243593,0.881919915446361,51000,13.292,3.87341064061064,1.3206e+10,6.8,8575205,3.67006993,360832739550.715,308582887139.294,5.05880871149738
"29","United Arab Emirates",2012,100,0.627943991804764,5.30413967896367,0.522388059701493,0.867489750013268,51000,12.911,3.87781087352619,1.5072e+10,6.7,8664969,3.33596373,384610125391.423,339771206931.824,0.769638847038152
"30","United Arab Emirates",2013,100,0.633172496321641,5.34215713883413,0.528020275978598,1.05462594091885,63000,12.438,3.88221110644173,1.6188e+10,6.5,8751847,3.50222182,400218529748.128,355398110441.848,4.01269214543069
"31","United Arab Emirates",2014,100,0.628716003480972,5.3858068149817,0.619543790481555,1.03850752950927,63000,11.989,3.88661133935728,1.5848e+10,6.3,8835951,3.53405499,414105366752.893,370853216815.38,3.17420248692079
